GRID_ID,lon,lat,population,population_density_km2,area_m2,scenario
DW-94,104.08298874816144,30.67634289363765,2352,22632.13834318715,103923.012679357,daytime
DI-78,104.03865177690756,30.72603307287947,693,6668.399016076837,103922.995359043,daytime
DK-128,104.0464527788748,30.56980578156092,28,269.4303410535533,103922.965359104,daytime
CS-90,103.98891370629484,30.68814742687928,1876,18051.82463084752,103923.012679518,daytime
EQ-111,104.14595248239516,30.62485809947132,36,2139.3846884063614,16827.2682304821,daytime
DU-114,104.07731934449828,30.61378852370896,2053,19755.01180376009,103922.995359043,daytime
DH-126,104.03699133044624,30.577550452278057,106,1019.9862911344792,103922.965358781,daytime
EB-115,104.09924058314844,30.612379310700604,1360,13086.616565458306,103922.965359104,daytime
DW-87,104.08278193240636,30.69822129169456,1492,14356.7816360694,103923.012679357,daytime
DP-91,104.06096215692416,30.68712545828563,1357,13057.743083187675,103923.012679518,daytime
DV-102,104.0800792963627,30.65287954893908,6116,58851.26750696383,103922.995359043,daytime
DY-119,104.08998360078752,30.5982490676433,552,5311.62519029497,103922.995359043,daytime
DZ-113,104.092923313237,30.618586874941247,2344,22555.15828076044,103923.012679518,daytime
CC-79,103.93846278858288,30.72214986812789,37,364.9476970848469,101384.390956707,daytime
CR-89,103.98573285082684,30.69281110059344,3391,32629.938804122823,103922.965358781,daytime
EL-84,104.1296679139921,30.709483950699056,162,1558.8469732384158,103922.965359104,daytime
CW-91,104.001473266988,30.6851189303708,2057,19793.504256342945,103922.982679574,daytime
DG-121,104.0337235071245,30.591591977516693,287,2761.6597383012995,103923.012679518,daytime
CB-96,103.93586147583233,30.67053263835448,24,230.9401871753791,103923.012679357,daytime
DB-81,104.01679938075588,30.718055255633,37,356.0328479002063,103922.995359043,daytime
DT-73,104.07339918836534,30.743253622688965,25,351.1829357495527,71187.9691609755,daytime
EL-77,104.1294713666,30.731362516122665,1380,13279.062975737424,103922.995359043,daytime
EW-89,104.16427550651528,30.69251986231124,2569,24720.22665555757,103922.995359043,daytime
CZ-118,104.0117111528094,30.6023666252986,410,3945.228197579393,103923.012679357,daytime
DG-78,104.03238556005488,30.725986509293847,850,8179.131629115346,103923.012679518,daytime
FM-81,104.214716353108,30.716472099876068,28,4596.222833868538,6091.95876963897,daytime
CL-99,103.96727360059592,30.661409158851523,134,1289.416045060537,103923.012679518,daytime
DW-97,104.08307731421225,30.66696641487956,1581,15213.18922192269,103922.982678854,daytime
FC-83,104.18291037008932,30.71139279491348,27,259.807753873931,103922.99535872,daytime
EM-107,104.133456470096,30.636054834757527,62,596.5957551950743,103922.965358222,daytime
DY-88,104.08907580234052,30.69513990025525,3442,33120.6773641219,103922.995359043,daytime
CJ-123,103.9616879097674,30.58638205728983,60,863.8317512519714,69457.9701580089,daytime
DY-75,104.08869380120424,30.735771102498752,112,1077.7210531033272,103922.995359043,daytime
EI-87,104.12036921166326,30.69848132980346,7428,71475.9998433171,103922.995359043,daytime
DB-85,104.01692619154088,30.70555360131538,2830,27231.70160966443,103922.995359043,daytime
EQ-86,104.14540011929994,30.70177417830212,2044,19668.411618845395,103922.982679574,daytime
DV-103,104.08010888906124,30.64975404941104,2222,21381.21589270299,103922.995359601,daytime
CZ-91,104.01085261762006,30.686753524768427,894,8602.521972282872,103923.012679357,daytime
DA-106,104.01447618065518,30.63833309675409,3406,32774.26156312959,103923.012679916,daytime
ET-124,104.1558160692974,30.58462689987,2084,20053.306253062085,103923.012679357,daytime
DV-115,104.08046363971656,30.612247926719128,2035,19581.81228728504,103922.965359104,daytime
DW-103,104.08325432172916,30.648213415140184,3509,33765.37986660022,103923.012679357,daytime
CK-125,103.96558534893508,30.57822234316756,3380,57885.33831475862,58391.2973198988,daytime
ES-104,104.15215649072871,30.645555353808938,1289,12403.41462009097,103922.995359043,daytime
EF-80,104.11075732252444,30.72185857886664,555,5340.492718503095,103922.995359043,daytime
EH-115,104.11801764669056,30.61250798483153,763,7341.975570048453,103922.982679574,daytime
DW-123,104.083843148546,30.58570301894072,3077,29608.465044658016,103922.982679413,daytime
DQ-115,104.0648313016678,30.6105736175024,1312,12624.730232234511,103923.012679518,daytime
DV-57,104.0787428250492,30.79352547585708,738,7101.41193919871,103922.995359043,daytime
DQ-137,104.06549093495852,30.54181210802528,349,3358.2552218367714,103923.012679518,daytime
CW-122,104.002467962964,30.588230423652007,270,2598.077105718992,103923.012679518,daytime
DP-131,104.06216842476798,30.56210559277116,982,9449.305386353317,103922.982679574,daytime
DC-136,104.02167906855848,30.544616135777208,630,6062.179913344316,103923.012679518,daytime
DD-76,104.02290744010992,30.733729623464857,882,8487.051878682041,103923.012679518,daytime
CZ-122,104.01183832259736,30.589865218076984,24,231.0071732914712,103892.877688773,daytime
CG-85,103.95116291147843,30.703476223866208,2544,24479.659840552285,103923.012679518,daytime
EM-72,104.13247872143904,30.745448258988628,26,250.1852444711928,103922.99535872,daytime
DL-120,104.04932165441524,30.59639545507578,1323,12730.579939783052,103922.995359043,daytime
EN-112,104.13671163295848,30.62201064335824,1334,12836.423264410949,103923.029999994,daytime
CO-82,103.9761223956898,30.713052344689025,269,2588.455029328527,103922.995359043,daytime
FL-88,104.2112197822737,30.697502058684165,1114,10719.473688040584,103923.012679518,daytime
ER-76,104.14824411909368,30.73461277652485,370,3560.3278856149154,103923.012679518,daytime
DD-123,104.02438416348764,30.58683371846958,76,731.3105927209016,103923.012679518,daytime
EA-84,104.0952234773456,30.70768564586459,2864,27558.86233621924,103923.012679518,daytime
FF-87,104.19239980169635,30.70051211960245,46,442.6354325245808,103922.995359043,daytime
EX-89,104.16739423027822,30.69410275496136,2438,23459.67687613853,103923.000000045,daytime
CS-122,103.9900343579578,30.58826087151837,474,5053.414645935801,93797.9630033355,daytime
DT-112,104.07411545867058,30.621580064264688,2086,20072.547923209324,103923.029999994,daytime
EG-99,104.11444693493286,30.660932552044383,3265,31417.48796360189,103923.012679518,daytime
DH-109,104.03646552857064,30.63068367946161,3076,29598.83892282266,103922.99535872,daytime
CX-90,104.00455692314117,30.689831087786544,965,9285.72157361349,103922.995359043,daytime
EH-84,104.11713731276606,30.709399349593856,281,2703.9254720624053,103922.982679574,daytime
CZ-110,104.0114571498532,30.62737026743391,151,1452.999097089165,103922.982679413,daytime
DN-116,104.05545824808938,30.60894303479919,2019,19427.843246098688,103923.012679518,daytime
EB-57,104.09755489477932,30.79365780518032,1494,14376.029047646169,103922.995359043,daytime
CV-70,103.99764663568378,30.75229075443792,944,9083.647362217514,103923.012679518,daytime
BS-93,103.90759273223524,30.67811208202413,76,731.3105927209016,103923.012679518,daytime
DO-118,104.05866317114187,30.601151961148098,468,4503.334400481471,103922.99535872,daytime
DA-94,104.014095579301,30.675838346806383,3164,30445.614675954144,103923.012679357,daytime
DL-98,104.04864914975404,30.66515606648963,3963,38134.004762932906,103922.995359043,daytime
CK-80,103.963525041925,30.71920363652496,895,8612.145915450676,103922.99535872,daytime
CR-118,103.98667847647732,30.602174056061227,1803,17349.384453136947,103922.99535872,daytime
DS-117,104.07114979247808,30.60436743601708,1199,11537.392104400373,103922.965359104,daytime
DG-82,104.03251040005756,30.71348481215508,3138,30195.429473134067,103923.012679518,daytime
EI-95,104.12059587192442,30.673477183848338,2322,22343.466833088623,103922.995359043,daytime
EU-123,104.15893123370968,30.586209954963085,1916,18436.73026505192,103922.982679413,daytime
DW-71,104.08230836001096,30.748228776201927,375,3608.441466281039,103922.982679413,daytime
CT-85,103.99186687368405,30.705361452898902,48,461.8803743500431,103923.012679518,daytime
DI-127,104.04016583477444,30.57288530879812,708,6812.736657117462,103922.995359043,daytime
EE-102,104.10827086840682,30.65151316274025,2594,24960.796596387463,103922.965358222,daytime
DE-102,104.0268720705643,30.650929230203023,2538,24421.93591419988,103922.965358545,daytime
EV-79,104.16085932554483,30.72531784541896,24,230.9402923316172,103922.965359104,daytime
CK-109,103.96449238375538,30.6285675899772,2978,28655.83300135432,103922.99535872,daytime
CO-85,103.97622142625464,30.7036762162696,2922,28116.97247471359,103922.995359043,daytime
CS-91,103.9889462770034,30.68502202754333,2143,20621.040165942115,103922.982679574,daytime
DW-90,104.08287059544094,30.68884484508676,3288,31638.80564302693,103923.012679357,daytime
DH-79,104.03553422592202,30.72444711699292,1464,14087.357832272432,103922.965358781,daytime
CK-113,103.96462546523496,30.61606596513781,2310,22227.99672032521,103922.99535872,daytime
EO-103,104.13960639279152,30.6485986305434,1253,12057.004281593472,103922.995359043,daytime
DU-121,104.07752669488524,30.591909875760173,91,875.6483556464533,103922.995359043,daytime
CT-104,103.99248346372715,30.64597870981206,538,5176.909195840066,103923.012679518,daytime
CO-100,103.9767158830096,30.65679536481304,690,6639.531487868712,103922.995359043,daytime
DF-117,104.03045468689074,30.605633369747192,2777,26721.704157709784,103923.012679518,daytime
CN-101,103.97360157984744,30.65520797596027,1418,13644.71833304034,103922.995359043,daytime
CM-90,103.97012273053132,30.68799978993784,29,279.0527261698177,103923.012679518,daytime
FB-93,104.18002869044898,30.681680208012267,1234,11874.174623915693,103923.012679518,daytime
CU-112,103.99588834634336,30.61943676657368,95,914.1386571459846,103922.965359104,daytime
FI-89,104.20186137510498,30.692756275446943,751,7226.504561433917,103922.995359043,daytime
DM-71,104.05096984169342,30.74800332436649,1040,10007.41099980392,103922.982679574,daytime
DK-121,104.0462386328628,30.591684309754854,1108,10661.740418200772,103922.995359043,daytime
DL-119,104.04929113619885,30.59952095365264,1805,17368.629471888442,103922.995359043,daytime
DR-126,104.06827477062724,30.57777814756013,4873,46890.50185549876,103922.965359104,daytime
CJ-113,103.96147929200872,30.61760371836501,1154,11104.373999998952,103923.012679518,daytime
DD-118,104.02422758070078,30.602461104244814,1318,12682.465279028267,103923.012679518,daytime
DJ-85,104.04198574615737,30.705740914831985,2032,19552.93258866795,103923.029999994,daytime
DD-78,104.02297050070077,30.72747880349344,793,7630.64868457467,103923.012679518,daytime
EF-126,104.11207217321994,30.5780842926976,24,230.9402923316172,103922.965359104,daytime
EC-78,104.1013147255503,30.726482074523112,1094,10527.025286562855,103922.995359043,daytime
EL-124,104.13078692438502,30.584462142389032,1663,16002.233136703868,103922.995359043,daytime
CA-98,103.9322758206738,30.66331325431048,25,545.5037886064994,45829.1959142265,daytime
EE-116,104.1086720411053,30.60775566949259,31,298.29779148488376,103922.99535872,daytime
EE-65,104.10720638922108,30.76715652418257,710,6831.981675944112,103922.99535872,daytime
DX-100,104.0862820814514,30.659174722895752,3084,29675.822618854887,103922.982678854,daytime
ER-130,104.14971589715374,30.566578276657303,26,385.253305954744,67488.0646009414,daytime
DX-57,104.08501350042064,30.79356988888175,1035,9959.295571938224,103923.012679357,daytime
CH-104,103.95491792734914,30.64568211988735,59,567.7280547597884,103922.995359043,daytime
EH-132,104.11849860127175,30.55937338714839,2783,26779.43920450354,103923.012679518,daytime
EE-77,104.1075523005076,30.72965079846651,286,2752.037689183121,103922.99535872,daytime
EH-114,104.11798931538804,30.61563353582177,5578,53674.34850259459,103923.012679518,daytime
EC-94,104.10177809047708,30.67647415856705,2440,23478.9229426082,103922.995359043,daytime
FH-86,104.19863881055024,30.70367650221158,24,230.9401486850545,103923.029999994,daytime
DR-118,104.06803553807958,30.60278230044485,1454,13991.128671537836,103922.995359043,daytime
FE-91,104.18938493755044,30.68642753461389,380,3656.554019159125,103922.982679574,daytime
CV-93,103.99838990685583,30.680406702955427,2636,25364.93055805653,103923.012679518,daytime
EO-112,104.13914351210668,30.619358423882524,26,1415.9552496079934,18362.1622273713,daytime
CY-78,104.00732084206884,30.72579723069352,1983,19081.436145570515,103922.995359043,daytime
EI-125,104.12144332681852,30.57971076331321,25,240.56273506770697,103922.995359043,daytime
DO-115,104.05857248470058,30.61052847076549,2074,19957.084501279,103922.99535872,daytime
DF-87,104.02951850771986,30.699397003224057,1535,14770.54947140242,103923.012679518,daytime
EH-80,104.1170234101726,30.72190135393809,455,4378.24104852645,103923.012679518,daytime
CM-94,103.97025540251502,30.67549825638415,1515,14578.099315423236,103923.012679518,daytime
EE-81,104.1076674601762,30.717148841195147,2905,27953.39788439304,103922.965358781,daytime
DY-54,104.08828290234791,30.801316857646302,185,2059.189853277908,89841.1575336335,daytime
DQ-88,104.06401864307296,30.69496172968641,7507,72236.16604678695,103923.012679518,daytime
CA-95,103.93271307824692,30.67206963099617,485,4666.917060313515,103922.995359043,daytime
CN-77,103.97326301887544,30.729747585555085,131,2503.2654556747893,52331.6453327109,daytime
DG-94,104.03288445205,30.675979572525883,1989,19139.16801212991,103923.012679518,daytime
DI-91,104.0390545970284,30.68540239241916,3068,29521.86736972506,103922.965359104,daytime
CA-94,103.93267871390395,30.675194979819832,25,240.56273506770697,103922.995359043,daytime
DS-100,104.07064209813451,30.657500969178567,3465,33341.995080384186,103922.995359043,daytime
FJ-86,104.20490386557972,30.703715014834746,24,230.94022566571644,103922.99535872,daytime
DM-80,104.05124547043002,30.71987441340225,935,8997.044792026882,103923.012679518,daytime
DT-88,104.0734001212034,30.69659184704108,1508,14510.739342377594,103923.029999994,daytime
DV-69,104.07940354412298,30.75523347349268,1336,31575.766256590927,42310.9288668848,daytime
CG-99,103.95163573215449,30.659721118475908,1546,14876.39705719097,103923.012679518,daytime
DW-96,104.08304779680849,30.670091909630298,2657,25567.00322187426,103923.012679357,daytime
BX-86,103.92298974575289,30.70168279071408,1591,15309.41245970887,103922.995359043,daytime
DB-109,104.01768539312084,30.63054315881786,478,4599.559494494557,103922.995359043,daytime
DG-110,104.03338209753169,30.62597224405644,527,5071.061610051514,103923.012679518,daytime
CY-113,104.00843876575864,30.61640736463617,150,1443.3764104062418,103922.995359043,daytime
CK-97,103.96409263629036,30.66607231786168,2117,20370.85828625762,103922.965358222,daytime
EH-108,104.11781923448645,30.63438680878861,1050,10103.633188907192,103923.012679518,daytime
BW-94,103.92015327794088,30.67509147327047,1096,10546.268547659318,103923.012679518,daytime
DU-131,104.07782251608268,30.5606545337092,4570,43974.86797037684,103922.995359043,daytime
EA-98,104.09563142877292,30.66392868696901,1395,13423.398379475922,103923.012680077,daytime
EP-110,104.14291623915766,30.62830317735345,113,1087.3438763946974,103922.965359104,daytime
DE-117,104.02734108287844,30.60404727336414,1204,11585.504665302791,103922.965359104,daytime
EA-102,104.09574782239048,30.65142664401864,2045,19678.03412952796,103922.982679015,daytime
DV-97,104.0799312634013,30.66850702723276,2404,23132.512604110703,103922.995359043,daytime
EO-110,104.13980001454604,30.62671972838428,305,2934.865367826025,103922.995359043,daytime
CH-83,103.95421092283785,30.7113148748979,24,230.94022566499868,103922.995359043,daytime
DD-131,104.02474664742354,30.561779886774445,120,1244.5788693921409,96418.1563347678,daytime
EK-119,104.12753230392038,30.59850627251233,605,5821.617218370335,103923.012679518,daytime
EF-64,104.11029776210152,30.77186626763012,386,3714.288629445396,103922.995359043,daytime
DE-84,104.02630780164756,30.70718712355707,2125,20447.832480755093,103922.995359043,daytime
CG-82,103.9510614580624,30.712852278117506,24,230.94018717502155,103923.012679518,daytime
DC-120,104.02117702617085,30.594623916092203,25,240.5626949739808,103923.012679518,daytime
CI-81,103.9572930427562,30.71602810301527,1381,13288.687106470396,103922.982679574,daytime
DJ-120,104.04306377596042,30.59634958126256,3164,30445.60960164636,103923.029999994,daytime
CT-79,103.99167178022395,30.724113783083688,252,2424.872665337104,103922.982679574,daytime
DX-76,104.0855750876948,30.734186327183973,642,6177.650006941391,103923.012679357,daytime
ED-135,104.10657643734118,30.55094721897748,25,777.7859173843049,32142.5207646791,daytime
DY-76,104.08872321242995,30.73264563444761,38,365.6554628583938,103922.965359104,daytime
EB-77,104.09813789382856,30.73114856146349,661,6360.478715190172,103922.995359043,daytime
DM-78,104.0511842531062,30.72612529274348,2093,20139.90882322167,103923.012679518,daytime
DX-108,104.08651715708316,30.63417065918472,2771,26663.96911095731,103923.012679357,daytime
DC-132,104.02170353585558,30.55705943241423,1073,11409.24369621236,94046.5493217762,daytime
EE-60,104.107062067969,30.782783844641344,1454,13991.132710467293,103922.965358781,daytime
CD-87,103.94181719767168,30.698711962224387,30,288.6752820812484,103922.995359043,daytime
EQ-84,104.14534501632826,30.70802523826476,24,230.94018717502155,103923.012679518,daytime
DM-105,104.0520090742414,30.64173789744081,2451,23584.766615249075,103923.012679518,daytime
DP-118,104.06177721527244,30.602737318159868,1666,16031.09799306608,103923.012679518,daytime
DI-120,104.03995025056872,30.594763785482936,930,8948.9337445187,103922.995359043,daytime
DD-124,104.02441546534024,30.583708237622005,647,6225.762545926623,103923.012679518,daytime
CC-85,103.93863374936674,30.703374414850423,669,6437.457717513692,103923.012679357,daytime
CR-106,103.98628770318398,30.63967919615645,4005,38538.15015796643,103922.99535872,daytime
CU-120,103.99614626683052,30.59443321157186,24,230.94022566499868,103922.995359043,daytime
EH-135,104.1192730804243,30.551194475109423,26,2121.678054192171,12254.451116477,daytime
DQ-59,104.0619927526723,30.78559126159135,25,430.672283394843,58048.7785351161,daytime
ED-118,104.10558576340212,30.603045873693883,3279,31552.19781409558,103923.029999994,daytime
FG-89,104.19559703261696,30.69271762844449,38,365.6553573029146,103922.995359043,daytime
DU-109,104.07717109800424,30.62941608389775,1066,10257.595023287024,103922.995359043,daytime
DR-99,104.06746615950856,30.66216676969,2473,23796.465752897573,103922.995359043,daytime
DJ-126,104.0432479892355,30.57759659265781,263,2530.7198598951736,103923.000000045,daytime
DW-80,104.0825748902039,30.7200996147112,222,2136.1967313722566,103923.012679357,daytime
EE-97,104.1081273794357,30.667140766365872,1125,10825.326203136428,103922.965358222,daytime
DR-139,104.06822755632906,30.53749114102034,47,710.9564035110634,66108.1323241343,daytime
DD-85,104.02319105761546,30.70560088296803,2393,23026.66116290944,103923.012679518,daytime
CW-121,104.00243595122112,30.59135588253444,26,250.18520277294,103923.012679518,daytime
EM-93,104.13306601256136,30.679812428945795,890,8564.033368436985,103922.99535872,daytime
BU-91,103.91378564565868,30.68441524948676,419,4031.8326036353474,103922.965358781,daytime
EF-116,104.11178714026728,30.60933984731023,1538,14799.419461365333,103922.995359043,daytime
EG-122,104.11510122465415,30.58904506732748,3560,34256.12776429486,103923.012679518,daytime
FR-89,104.22975798424729,30.694090789433737,88,1265.4588952736551,69539.9908512793,daytime
EP-92,104.14241969990464,30.6845630945674,2196,21131.03064834738,103922.995359043,daytime
CL-94,103.96710736053042,30.67703609026881,2913,28030.36521836824,103923.012679518,daytime
EG-118,104.11498760416684,30.601547296502783,1705,16406.37579722549,103923.012679518,daytime
EW-78,104.16398822947492,30.72583521399152,25,531.3090641117884,47053.5921343513,daytime
ET-90,104.15489272487712,30.6908962873881,265,2549.9645667281443,103923.012679357,daytime
DA-115,104.01476116329503,30.6102040140575,24,230.9401871753791,103923.012679357,daytime
DL-109,104.04898569133968,30.630775853429054,3299,31744.65851953461,103922.995359043,daytime
CX-110,104.00519735092772,30.62732252927808,1359,13076.99405327782,103922.965359104,daytime
EF-81,104.11078600691346,30.718733085135664,3629,34920.086622428345,103922.995359043,daytime
EF-61,104.11021146548022,30.781242666120487,1569,15097.717252849288,103922.995359043,daytime
DL-111,104.04904681854316,30.62452488536061,954,9179.873970183698,103922.995359043,daytime
DJ-77,104.04173850991891,30.7307443850652,509,4897.855653362199,103923.029999994,daytime
DR-136,104.06857339049684,30.54652281955479,5842,56214.71615838781,103922.965359104,daytime
BR-94,103.90455203203317,30.67663681606441,25,263.4045159516792,94911.0530989765,daytime
CQ-97,103.98287933117624,30.66622073213378,271,2607.700366309084,103922.982679015,daytime
DK-104,104.04571758664264,30.644817564553644,1376,13240.572938126592,103922.995359043,daytime
DQ-58,104.06311165686688,30.78872499001521,761,7322.728435007974,103923.012679518,daytime
FN-91,104.21756009830573,30.688163180832458,25,240.5626949739808,103923.012679518,daytime
CT-120,103.99300127835323,30.59597175912572,28,269.4302183708585,103923.012679518,daytime
DV-56,104.07871301880358,30.79665090579917,422,4060.698967942893,103922.995359043,daytime
CV-117,103.99916264977546,30.60539639066864,1328,12778.690357017858,103923.012679518,daytime
CO-89,103.97635339478852,30.691174689880537,196,1886.0118429308227,103922.995359043,daytime
CG-90,103.95133189481795,30.68784943539285,328,3156.182558058628,103923.012679518,daytime
CO-103,103.97681463527924,30.647419152487267,3531,33977.08070096293,103922.995359043,daytime
CT-113,103.9927748939004,30.61784984866431,612,5888.974772963049,103923.012679518,daytime
CX-102,104.00494142014416,30.652326025985367,3930,37816.461952643534,103922.995359043,daytime
DB-97,104.01730614742382,30.66804849007632,3876,37296.84644489729,103922.995359043,daytime
FB-77,104.17882748432936,30.730919903924363,25,1021.1880434854296,24481.2893761194,daytime
DX-88,104.08592891615,30.696680635738467,2893,27837.91506243216,103923.012679357,daytime
EK-96,104.12688696215312,30.67039389371656,251,2415.249457538767,103923.012679518,daytime
EO-76,104.13885757760532,30.73298798302819,695,6687.6459654364135,103922.965359104,daytime
CV-107,103.99884102600726,30.63665079457497,2465,23719.481724434503,103923.012679518,daytime
EN-71,104.13554310163305,30.75015704280236,25,244.0830441997836,102424.15683548,daytime
CJ-93,103.9608109809432,30.68011152035545,2060,19822.36606585601,103923.012679518,daytime
CC-92,103.93887311343268,30.68149698792397,1260,12124.359826707405,103923.012679357,daytime
EF-133,104.1122714311003,30.556205313286977,3195,30743.91754165295,103922.995359043,daytime
CN-116,103.97409634811108,30.608326813089963,84,808.2907898274954,103922.995359043,daytime
CZ-94,104.01094818951992,30.677377258139927,1353,13019.253052011996,103923.012679357,daytime
CX-79,104.0042038333158,30.72421053335968,829,7977.062597621275,103922.965359104,daytime
DZ-97,104.09245645592848,30.66859511365069,1205,11595.121897745874,103923.012679518,daytime
CY-84,104.00751291979748,30.707044816511395,1450,13952.638633927005,103922.995359043,daytime
EX-78,104.16775466697364,30.728045152631683,25,497.44599010237926,50256.712281176,daytime
DA-96,104.01415906246132,30.669587487591464,2288,22016.29784405281,103923.012679357,daytime
CX-84,104.0043644039571,30.70858353577001,683,6572.175819270605,103922.965359104,daytime
DI-99,104.03930207972468,30.66039876715827,2273,21871.96387235592,103922.995359043,daytime
DE-92,104.02655878389758,30.6821836764629,1461,14058.486237356796,103922.995359043,daytime
ES-108,104.15226553037556,30.633053086205067,4342,41780.93582655935,103922.995359043,daytime
ET-96,104.15505602497328,30.67214299404606,357,3435.235284233764,103923.012679357,daytime
EI-84,104.12028414094604,30.70785785998065,197,1895.6343523335308,103922.995359043,daytime
EM-126,104.13398501104272,30.57666904966372,1233,11864.554093576182,103922.99535872,daytime
CT-111,103.9927101670922,30.6241007169382,2632,25326.440526860697,103923.012679518,daytime
CN-97,103.9734694455098,30.66770956083634,1919,18465.595543797182,103922.995359043,daytime
EV-130,104.1614615276783,30.56648843774444,28,809.9922550049453,34568.2317664001,daytime
EB-61,104.09767164038774,30.78115600566295,999,9612.886893305573,103922.995359043,daytime
DF-81,104.02933074435914,30.71814956337296,236,2270.9118405543786,103923.012679518,daytime
CQ-86,103.98251889112072,30.70060007340486,36,346.41038076244337,103922.982679574,daytime
EJ-89,104.12354387550586,30.693814234967387,7930,76306.50887350489,103922.982679574,daytime
ET-108,104.15538216587964,30.634636243386005,2062,19841.61108148465,103923.012679357,daytime
DX-95,104.08613500976809,30.674802213215745,3068,29521.86244946727,103922.982679413,daytime
EE-83,104.10772501301936,30.71089785292418,2222,21381.215892884247,103922.99535872,daytime
DP-106,104.06141539198325,30.64024329570617,8120,78134.76332754895,103923.012679518,daytime
DZ-98,104.09248566873968,30.66546961087932,6458,62142.15536567872,103923.012679518,daytime
EE-121,104.10881510429088,30.592127920705103,1136,10931.17068151058,103922.99535872,daytime
EA-124,104.09638668729502,30.58266496920537,56,538.860436741717,103923.012679518,daytime
CY-76,104.00725677576474,30.732048023728023,2826,27193.21942204792,103922.965359104,daytime
EA-88,104.09534012603004,30.695183687702528,1412,13586.981012130434,103923.012679518,daytime
EI-101,104.12076568115955,30.65472400972443,2462,23690.61814946778,103922.995359043,daytime
DV-89,104.07969416980104,30.69351091344181,2109,20293.87818864085,103922.965359104,daytime
EA-112,104.09603848808524,30.620171429150297,3097,29800.915256146865,103922.982679574,daytime
BX-88,103.9230591658541,30.69543213598793,208,2001.4819557633216,103922.995359043,daytime
EF-112,104.11167300217576,30.62184202621721,2581,24835.696768390066,103922.995359043,daytime
FK-84,104.2080745779634,30.708240012807444,80,889.4549526057287,89942.7225242084,daytime
CF-86,103.9480475699814,30.70188820882294,1687,16233.170656844222,103923.012679518,daytime
EK-124,104.1276722886412,30.58287842202413,24,230.94018717502155,103923.012679518,daytime
EI-67,104.11980131934996,30.7609912672552,781,7515.179843515166,103922.995359043,daytime
DN-117,104.0554885797227,30.60581753516756,2010,19341.24067590805,103923.012679518,daytime
EG-78,104.11384748126147,30.72656824544983,847,8150.264105718468,103923.012679518,daytime
