GRID_ID,lon,lat,population,population_density_km2,Ai_base,level_base,Ai_hotel_0.6,Ai_hotel_0.7,Ai_hotel_0.8,level_hotel_0.7,Ai_improve
CS-90,103.98891370629484,30.68814742687928,1876,18051.82463084752,1.407470465433892,基本平衡,1.4117780889686995,1.4124960262245008,1.413213963480302,基本平衡,0.005025560790608674
EQ-111,104.14595248239516,30.62485809947132,36,2139.3846884063614,0.9118826643345637,供给不足,1.0195997060635253,1.0375525463516855,1.0555053866398458,基本平衡,0.12566988201712181
DU-114,104.07731934449828,30.61378852370896,2053,19755.01180376009,1.210841109051249,基本平衡,1.2551276052903866,1.2625086879969094,1.2698897707034325,基本平衡,0.05166757894566043
DH-126,104.03699133044624,30.577550452278057,106,1019.9862911344792,3.3906627495078974,供给充足,3.432248741449993,3.4391797401070088,3.4461107387640246,供给充足,0.04851699059911141
EB-115,104.09924058314844,30.612379310700604,1360,13086.616565458306,2.0489684324776234,供给充足,2.0577249815472567,2.0591844063921956,2.0606438312371345,供给充足,0.010215973914572185
DW-87,104.08278193240636,30.69822129169456,1492,14356.7816360694,0.5963793605949755,供给不足,0.6241234876488192,0.6287475088244597,0.6333715300001004,供给不足,0.032368148229484195
DP-91,104.06096215692416,30.68712545828563,1357,13057.743083187675,1.0673938533218255,基本平衡,1.087405290083967,1.0907405295443238,1.0940757690046807,基本平衡,0.023346676222498308
DV-102,104.0800792963627,30.65287954893908,6116,58851.26750696383,1.145183079713746,基本平衡,1.3278809382948158,1.3583305813916609,1.3887802244885057,基本平衡,0.21314750167791474
DY-119,104.08998360078752,30.5982490676433,552,5311.62519029497,1.4492183331690953,基本平衡,1.4560353145972125,1.4571714781685652,1.4583076417399181,基本平衡,0.007953144999469863
DZ-113,104.092923313237,30.618586874941247,2344,22555.15828076044,1.737744214128941,供给充足,1.7544502004135356,1.757234531460968,1.7600188625084006,供给充足,0.019490317332027107
CC-79,103.93846278858288,30.72214986812789,37,364.9476970848469,1.0390638209812004,基本平衡,1.0390638209812004,1.0390638209812004,1.0390638209812004,基本平衡,0.0
CR-89,103.98573285082684,30.69281110059344,3391,32629.938804122823,1.4728604724052605,基本平衡,1.4731873699584632,1.473241852883997,1.4732963358095308,基本平衡,0.0003813804787364816
EL-84,104.1296679139921,30.709483950699056,162,1558.8469732384158,0.8901270875035563,供给不足,0.8901270875035563,0.8901270875035563,0.8901270875035563,供给不足,0.0
CW-91,104.001473266988,30.6851189303708,2057,19793.504256342945,1.6649029212813828,供给充足,1.6662100998033085,1.666427962890296,1.6666458259772836,供给充足,0.0015250416089132024
DG-121,104.0337235071245,30.591591977516693,287,2761.6597383012995,2.810008206041757,供给充足,2.8285083043090498,2.831591654020265,2.8346750037314803,供给充足,0.021583447978508197
CB-96,103.93586147583233,30.67053263835448,24,230.9401871753791,1.0947761111485066,基本平衡,1.0947761111485066,1.0947761111485066,1.0947761111485066,基本平衡,0.0
DB-81,104.01679938075588,30.718055255633,37,356.0328479002063,1.5503837895752794,供给充足,1.556619251020588,1.5576584945948062,1.5586977381690243,供给充足,0.0072747050195267615
DT-73,104.07339918836534,30.743253622688965,25,351.1829357495527,0.5501524065422766,供给不足,0.6383817517360868,0.6530866426017218,0.6677915334673569,供给不足,0.10293423605944518
EL-77,104.1294713666,30.731362516122665,1380,13279.062975737424,0.5891574132261219,供给不足,0.5926074454194916,0.5931824507850533,0.5937574561506148,供给不足,0.004025037558931355
EW-89,104.16427550651528,30.69251986231124,2569,24720.22665555757,1.3045087082278661,基本平衡,1.3193454293241658,1.321818216173549,1.3242910030229322,基本平衡,0.017309507945682867
CZ-118,104.0117111528094,30.6023666252986,410,3945.228197579393,2.0636048524517334,供给充足,2.0636048524517334,2.0636048524517334,2.0636048524517334,供给充足,0.0
DG-78,104.03238556005488,30.725986509293847,850,8179.131629115346,1.6507231886127012,供给充足,1.6557929417046555,1.6566379005533145,1.6574828594019735,供给充足,0.005914711940613326
FM-81,104.214716353108,30.716472099876068,28,4596.222833868538,0.16494093487108674,严重不足,0.16494093487108674,0.16494093487108674,0.16494093487108674,严重不足,0.0
CL-99,103.96727360059592,30.661409158851523,134,1289.416045060537,1.9088386360601142,供给充足,1.9148637338543166,1.915867916820017,1.9168720997857174,供给充足,0.007029280759902834
DW-97,104.08307731421225,30.66696641487956,1581,15213.18922192269,1.0247860914496931,基本平衡,1.1142577016695794,1.1291696367062272,1.1440815717428747,基本平衡,0.10438354525653404
FC-83,104.18291037008932,30.71139279491348,27,259.807753873931,1.8025448245692608,供给充足,1.8025448245692608,1.8025448245692608,1.8025448245692608,供给充足,0.0
EM-107,104.133456470096,30.636054834757527,62,596.5957551950743,0.968459594016308,供给不足,0.9862376447910377,0.9892006532534926,0.9921636617159476,供给不足,0.02074105923718461
DY-88,104.08907580234052,30.69513990025525,3442,33120.6773641219,0.7107303318863833,供给不足,0.7409562327623662,0.7459938829083634,0.7510315330543605,供给不足,0.03526355102198009
CJ-123,103.9616879097674,30.58638205728983,60,863.8317512519714,0.5291418507041805,供给不足,0.5309071613944119,0.5312013798427837,0.5314955982911557,供给不足,0.002059529138603189
DY-75,104.08869380120424,30.735771102498752,112,1077.7210531033272,0.8247657957185186,供给不足,0.8247657957185186,0.8247657957185186,0.8247657957185186,供给不足,0.0
EI-87,104.12036921166326,30.69848132980346,7428,71475.9998433171,0.9839940748963741,供给不足,0.9843429113366998,0.9844010507434208,0.9844591901501417,供给不足,0.00040697584704663115
DB-85,104.01692619154088,30.70555360131538,2830,27231.70160966443,1.3687778871210339,基本平衡,1.3883643752920016,1.391628789987163,1.3948932046823244,基本平衡,0.02285090286612923
EQ-86,104.14540011929994,30.70177417830212,2044,19668.411618845395,0.8880755002109196,供给不足,0.8880755002109196,0.8880755002109196,0.8880755002109196,供给不足,0.0
DV-103,104.08010888906124,30.64975404941104,2222,21381.21589270299,1.1639713879818874,基本平衡,1.2886106183002914,1.3093838233533588,1.3301570284064261,基本平衡,0.14541243537147142
CZ-91,104.01085261762006,30.686753524768427,894,8602.521972282872,1.6767164538943318,供给充足,1.6914458915132158,1.6939007977830298,1.6963557040528436,供给充足,0.01718434388869805
DA-106,104.01447618065518,30.63833309675409,3406,32774.26156312959,0.8341675340625824,供给不足,0.8629265096513754,0.8677196722495075,0.8725128348476398,供给不足,0.03355213818692515
ET-124,104.1558160692974,30.58462689987,2084,20053.306253062085,0.9714707962239971,供给不足,1.0009811788110419,1.0058995759088827,1.0108179730067235,基本平衡,0.03442877968488556
DV-115,104.08046363971656,30.612247926719128,2035,19581.81228728504,1.3288377997541398,基本平衡,1.3662648726060422,1.3725027180813594,1.3787405635566765,基本平衡,0.043664918327219526
DW-103,104.08325432172916,30.648213415140184,3509,33765.37986660022,1.1023483796556852,基本平衡,1.1957266753895381,1.2112897246785137,1.226852773967489,基本平衡,0.10894134502282848
CK-125,103.96558534893508,30.57822234316756,3380,57885.33831475862,0.37893601817653216,严重不足,0.6098859624373267,0.6483776198141258,0.6868692771909249,供给不足,0.2694416016375936
ES-104,104.15215649072871,30.645555353808938,1289,12403.41462009097,0.5644130149592186,供给不足,0.5654257463544522,0.5655945349203244,0.5657633234861967,供给不足,0.0011815199611058258
EF-80,104.11075732252444,30.72185857886664,555,5340.492718503095,0.6793592595649938,供给不足,0.6873992368329935,0.6887392330443268,0.6900792292556601,供给不足,0.00937997347933306
EH-115,104.11801764669056,30.61250798483153,763,7341.975570048453,2.2597931077316393,供给充足,2.2794852964876404,2.2827673279469742,2.2860493594063076,供给充足,0.022974220215334906
DW-123,104.083843148546,30.58570301894072,3077,29608.465044658016,1.0368242376713785,基本平衡,1.0535002209366822,1.0562795514808994,1.0590588820251166,基本平衡,0.019455313809520813
DQ-115,104.0648313016678,30.6105736175024,1312,12624.730232234511,1.0113186746898053,基本平衡,1.0792052562602539,1.0905196865219955,1.1018341167837369,基本平衡,0.0792010118321902
DV-57,104.0787428250492,30.79352547585708,738,7101.41193919871,1.7529379257607067,供给充足,1.7529379257607067,1.7529379257607067,1.7529379257607067,供给充足,0.0
DQ-137,104.06549093495852,30.54181210802528,349,3358.2552218367714,1.093037138692869,基本平衡,1.123633997551431,1.1287334740278578,1.133832950504285,基本平衡,0.03569633533498884
CW-122,104.002467962964,30.588230423652007,270,2598.077105718992,2.262836285367776,供给充足,2.2757950697918443,2.277954867195856,2.2801146645998673,供给充足,0.01511858182807968
DP-131,104.06216842476798,30.56210559277116,982,9449.305386353317,2.79190894421023,供给充足,2.839469295513898,2.847396020731176,2.8553227459484543,供给充足,0.05548707652094631
DC-136,104.02167906855848,30.544616135777208,630,6062.179913344316,0.49144962345662474,严重不足,0.49144962345662474,0.49144962345662474,0.49144962345662474,严重不足,0.0
DD-76,104.02290744010992,30.733729623464857,882,8487.051878682041,1.6023720301444486,供给充足,1.6036304452915136,1.6038401811493577,1.6040499170072018,供给充足,0.0014681510049090463
CZ-122,104.01183832259736,30.589865218076984,24,231.0071732914712,2.763441380335002,供给充足,2.7735808365032852,2.7752707458646655,2.776960655226046,供给充足,0.011829365529663516
CG-85,103.95116291147843,30.703476223866208,2544,24479.659840552285,1.9816750479854868,供给充足,1.9816750479854868,1.9816750479854868,1.9816750479854868,供给充足,0.0
EM-72,104.13247872143904,30.745448258988628,26,250.1852444711928,0.7247448631540474,供给不足,0.7247448631540474,0.7247448631540474,0.7247448631540474,供给不足,0.0
DL-120,104.04932165441524,30.59639545507578,1323,12730.579939783052,1.535152853943755,供给充足,1.5436891136602853,1.5451118236130403,1.5465345335657954,供给充足,0.009958969669285445
EN-112,104.13671163295848,30.62201064335824,1334,12836.423264410949,1.3490353419707053,基本平衡,1.3778889009118265,1.3826978274020132,1.3875067538922001,基本平衡,0.0336624854313079
CO-82,103.9761223956898,30.713052344689025,269,2588.455029328527,2.8917238026317653,供给充足,2.900708325121225,2.902205745536135,2.903703165951045,供给充足,0.010481942904369657
FL-88,104.2112197822737,30.697502058684165,1114,10719.473688040584,0.665042952488611,供给不足,0.665042952488611,0.665042952488611,0.665042952488611,供给不足,0.0
ER-76,104.14824411909368,30.73461277652485,370,3560.3278856149154,0.4211956140630902,严重不足,0.4211956140630902,0.4211956140630902,0.4211956140630902,严重不足,0.0
DD-123,104.02438416348764,30.58683371846958,76,731.3105927209016,3.228997810540806,供给充足,3.228997810540806,3.228997810540806,3.228997810540806,供给充足,0.0
EA-84,104.0952234773456,30.70768564586459,2864,27558.86233621924,0.6231963707883887,供给不足,0.6436848043796866,0.6470995433115695,0.6505142822434524,供给不足,0.02390317252318075
FF-87,104.19239980169635,30.70051211960245,46,442.6354325245808,1.856129128680603,供给充足,1.856129128680603,1.856129128680603,1.856129128680603,供给充足,0.0
EX-89,104.16739423027822,30.69410275496136,2438,23459.67687613853,1.396618752460216,基本平衡,1.4204428806086742,1.4244135686334172,1.4283842566581602,基本平衡,0.02779481617320112
CS-122,103.9900343579578,30.58826087151837,474,5053.414645935801,1.4135396690488404,基本平衡,1.4135396690488404,1.4135396690488404,1.4135396690488404,基本平衡,0.0
DT-112,104.07411545867058,30.621580064264688,2086,20072.547923209324,1.236000233857696,基本平衡,1.3019630581298685,1.3129568621752306,1.3239506662205924,基本平衡,0.07695662831753447
EG-99,104.11444693493286,30.660932552044383,3265,31417.48796360189,0.9907454079406717,供给不足,1.0084365795261663,1.0113851081237488,1.0143336367213314,基本平衡,0.020639700183077148
DH-109,104.03646552857064,30.63068367946161,3076,29598.83892282266,1.1381384056022903,基本平衡,1.172096341060786,1.1777559969705353,1.1834156528802846,基本平衡,0.03961759136824505
CX-90,104.00455692314117,30.689831087786544,965,9285.72157361349,1.6049596693637247,供给充足,1.6129976794313858,1.614337347775996,1.615677016120606,供给充足,0.009377678412271218
EH-84,104.11713731276606,30.709399349593856,281,2703.9254720624053,0.887785555264299,供给不足,0.8951684189161034,0.8963988961914042,0.897629373466705,供给不足,0.008613340927105195
CZ-110,104.0114571498532,30.62737026743391,151,1452.999097089165,0.9627572991161719,供给不足,0.9734662824218412,0.9752511129727861,0.9770359435237309,供给不足,0.012493813856614189
DN-116,104.05545824808938,30.60894303479919,2019,19427.843246098688,0.9386771830607082,供给不足,0.9923753465431108,1.0013250404568446,1.0102747343705782,基本平衡,0.06264785739613632
EB-57,104.09755489477932,30.79365780518032,1494,14376.029047646169,2.03946644857398,供给充足,2.03946644857398,2.03946644857398,2.03946644857398,供给充足,0.0
CV-70,103.99764663568378,30.75229075443792,944,9083.647362217514,0.37833378734164036,严重不足,0.4335293972194781,0.44272866553245105,0.451927933845424,严重不足,0.06439487819081069
BS-93,103.90759273223524,30.67811208202413,76,731.3105927209016,0.6326149003227516,供给不足,0.6326149003227516,0.6326149003227516,0.6326149003227516,供给不足,0.0
DO-118,104.05866317114187,30.601151961148098,468,4503.334400481471,1.0076616362469395,基本平衡,1.0557035258955987,1.0637105075037085,1.0717174891118184,基本平衡,0.05604887125676905
DA-94,104.014095579301,30.675838346806383,3164,30445.614675954144,1.9786789481741625,供给充足,1.9982810842131875,2.0015481068863585,2.004815129559529,供给充足,0.02286915871219608
DL-98,104.04864914975404,30.66515606648963,3963,38134.004762932906,1.4509006570739693,基本平衡,1.5252917101116812,1.5376902189512998,1.5500887277909183,供给充足,0.08678956187733045
CK-80,103.963525041925,30.71920363652496,895,8612.145915450676,2.7089190202377056,供给充足,2.7089190202377056,2.7089190202377056,2.7089190202377056,供给充足,0.0
CR-118,103.98667847647732,30.602174056061227,1803,17349.384453136947,1.6688476263933851,供给充足,1.7479359701722645,1.7611173608020778,1.774298751431891,供给充足,0.09226973440869268
DS-117,104.07114979247808,30.60436743601708,1199,11537.392104400373,1.13174751245678,基本平衡,1.18037031535712,1.1884741158405097,1.1965779163238996,基本平衡,0.0567266033837297
DG-82,104.03251040005756,30.71348481215508,3138,30195.429473134067,1.7949240081821598,供给充足,1.8225386593333404,1.8271411011918706,1.8317435430504005,供给充足,0.03221709300971076
EI-95,104.12059587192442,30.673477183848338,2322,22343.466833088623,1.3226231139176328,基本平衡,1.345263505161085,1.3490369037016605,1.3528103022422358,基本平衡,0.026413789784027752
EU-123,104.15893123370968,30.586209954963085,1916,18436.73026505192,0.9303879053031775,供给不足,0.9492324487672489,0.9523732060112607,0.9555139632552726,供给不足,0.021985300708083244
DW-71,104.08230836001096,30.748228776201927,375,3608.441466281039,0.8808307021136249,供给不足,0.9341071570501306,0.9429865662062149,0.9518659753622992,供给不足,0.062155864092589996
CT-85,103.99186687368405,30.705361452898902,48,461.8803743500431,1.6524771799199218,供给充足,1.6633970440902557,1.6652170214519781,1.6670369988137004,供给充足,0.012739841532056317
DI-127,104.04016583477444,30.57288530879812,708,6812.736657117462,3.4332969873855403,供给充足,3.478380299447431,3.4858941847910794,3.493408070134728,供给充足,0.05259719740553903
EE-102,104.10827086840682,30.65151316274025,2594,24960.796596387463,0.7631108035930962,供给不足,0.7944192561717792,0.7996373316015597,0.8048554070313402,供给不足,0.036526528008463455
DE-102,104.0268720705643,30.650929230203023,2538,24421.93591419988,1.3775925904196318,基本平衡,1.387561330081913,1.389222786692293,1.3908842433026731,基本平衡,0.011630196272661264
EV-79,104.16085932554483,30.72531784541896,24,230.9402923316172,0.6185843315737323,供给不足,0.6185843315737323,0.6185843315737323,0.6185843315737323,供给不足,0.0
CK-109,103.96449238375538,30.6285675899772,2978,28655.83300135432,0.7647117021994809,供给不足,0.7665121617785177,0.7668122383750238,0.7671123149715299,供给不足,0.0021005361755428442
CO-85,103.97622142625464,30.7036762162696,2922,28116.97247471359,2.4371913328222825,供给充足,2.4481935694426022,2.4500272755459886,2.4518609816493755,供给充足,0.01283594272370614
CS-91,103.9889462770034,30.68502202754333,2143,20621.040165942115,1.578669851828988,供给充足,1.5867965504176276,1.5881510001824009,1.5895054499471744,供给充足,0.00948114835341296
DW-90,104.08287059544094,30.68884484508676,3288,31638.80564302693,0.7712223529618388,供给不足,0.8144083038254776,0.8216059623027507,0.8288036207800238,供给不足,0.050383609340911906
DH-79,104.03553422592202,30.72444711699292,1464,14087.357832272432,1.6632001351089905,供给充足,1.6682688036125037,1.6691135816964227,1.6699583597803416,供给充足,0.005913446587432203
CK-113,103.96462546523496,30.61606596513781,2310,22227.99672032521,1.2255816821705194,基本平衡,1.2347401159628129,1.2362665215948618,1.2377929272269106,基本平衡,0.010684839424342396
EO-103,104.13960639279152,30.6485986305434,1253,12057.004281593472,0.8345447237433772,供给不足,0.8593038767540596,0.8634304022558401,0.8675569277576205,供给不足,0.02888567851246293
DU-121,104.07752669488524,30.591909875760173,91,875.6483556464533,1.1329181450559331,基本平衡,1.186294704635434,1.195190797898684,1.2040868911619342,基本平衡,0.06227265284275085
CT-104,103.99248346372715,30.64597870981206,538,5176.909195840066,1.1176645108640335,基本平衡,1.141003758977161,1.1448936336626823,1.1487835083482036,基本平衡,0.027229122798648753
CO-100,103.9767158830096,30.65679536481304,690,6639.531487868712,1.7643033731396218,供给充足,1.7882048438922034,1.7921884223509668,1.7961720008097304,供给充足,0.027885049211344937
DF-117,104.03045468689074,30.605633369747192,2777,26721.704157709784,1.6068628089562993,供给充足,1.6152716329554375,1.6166731036219606,1.6180745742884837,供给充足,0.009810294665661301
CN-101,103.97360157984744,30.65520797596027,1418,13644.71833304034,1.6590844305659689,供给充足,1.6719177184279779,1.6740565997383128,1.6761954810486477,供给充足,0.014972169172343897
CM-90,103.97012273053132,30.68799978993784,29,279.0527261698177,1.3894396238785771,基本平衡,1.4094318124367649,1.4127638438631296,1.4160958752894943,基本平衡,0.023324219984552474
FB-93,104.18002869044898,30.681680208012267,1234,11874.174623915693,0.9979255372723252,供给不足,1.014434144289538,1.0171855787924067,1.0199370132952754,基本平衡,0.019260041520081428
CU-112,103.99588834634336,30.61943676657368,95,914.1386571459846,1.1585428139301777,基本平衡,1.2140715305854226,1.22332631669463,1.2325811028038374,基本平衡,0.06478350276445233
FI-89,104.20186137510498,30.692756275446943,751,7226.504561433917,1.169979466481907,基本平衡,1.169979466481907,1.169979466481907,1.169979466481907,基本平衡,0.0
DM-71,104.05096984169342,30.74800332436649,1040,10007.41099980392,0.5920455982207815,供给不足,0.5920455982207815,0.5920455982207815,0.5920455982207815,供给不足,0.0
DK-121,104.0462386328628,30.591684309754854,1108,10661.740418200772,2.238084927754258,供给充足,2.248944931996681,2.2507549327037513,2.252564933410822,供给充足,0.012670004949493219
DL-119,104.04929113619885,30.59952095365264,1805,17368.629471888442,1.409992940750548,基本平衡,1.4259159226594313,1.4285697529775785,1.4312235832957259,基本平衡,0.018576812227030448
DR-126,104.06827477062724,30.57777814756013,4873,46890.50185549876,2.2251615217781513,供给充足,2.279349272148751,2.288380563877184,2.2974118556056173,供给充足,0.06321904209903284
CJ-113,103.96147929200872,30.61760371836501,1154,11104.373999998952,1.0978259296381314,基本平衡,1.1004002000231057,1.1008292450872679,1.1012582901514303,基本平衡,0.0030033154491364566
DD-118,104.02422758070078,30.602461104244814,1318,12682.465279028267,1.9958740088979148,供给充足,1.9981984755819364,1.99858588669594,1.9989732978099437,供给充足,0.002711877798025286
DJ-85,104.04198574615737,30.705740914831985,2032,19552.93258866795,1.7851438018977208,供给充足,1.7990822014938288,1.80140526809318,1.8037283346925312,供给充足,0.016261466195459207
DD-78,104.02297050070077,30.72747880349344,793,7630.64868457467,1.724863669169439,供给充足,1.729194499147493,1.7299163041438355,1.7306381091401777,供给充足,0.005052634974396453
EF-126,104.11207217321994,30.5780842926976,24,230.9402923316172,0.4258669646183599,严重不足,0.4258669646183599,0.4258669646183599,0.4258669646183599,严重不足,0.0
EC-78,104.1013147255503,30.726482074523112,1094,10527.025286562855,0.7464414532171456,供给不足,0.7471324777925846,0.7472476485551578,0.747362819317731,供给不足,0.0008061953380121833
EL-124,104.13078692438502,30.584462142389032,1663,16002.233136703868,0.9689805762604833,供给不足,0.9689805762604833,0.9689805762604833,0.9689805762604833,供给不足,0.0
CA-98,103.9322758206738,30.66331325431048,25,545.5037886064994,0.7863878599396865,供给不足,0.7863878599396865,0.7863878599396865,0.7863878599396865,供给不足,0.0
EE-116,104.1086720411053,30.60775566949259,31,298.29779148488376,2.195544648491554,供给充足,2.2032342011316572,2.2045157932383415,2.2057973853450252,供给充足,0.008971144746787285
EE-65,104.10720638922108,30.76715652418257,710,6831.981675944112,2.0191374190142874,供给充足,2.019719154459105,2.019816110366574,2.019913066274044,供给充足,0.0006786913522867088
DX-100,104.0862820814514,30.659174722895752,3084,29675.822618854887,1.0519568290403967,基本平衡,1.1567006275486194,1.1741579272999898,1.1916152270513602,基本平衡,0.12220109825959313
ER-130,104.14971589715374,30.566578276657303,26,385.253305954744,0.3353583416094157,严重不足,0.3353583416094157,0.3353583416094157,0.3353583416094157,严重不足,0.0
DX-57,104.08501350042064,30.79356988888175,1035,9959.295571938224,1.9284145121244178,供给充足,1.9284145121244178,1.9284145121244178,1.9284145121244178,供给充足,0.0
CH-104,103.95491792734914,30.64568211988735,59,567.7280547597884,0.7304803336072749,供给不足,0.7369047406357294,0.7379754751404718,0.7390462096452142,供给不足,0.0074951415331968585
EH-132,104.11849860127175,30.55937338714839,2783,26779.43920450354,0.03576495402615828,严重不足,0.03576495402615828,0.03576495402615828,0.03576495402615828,严重不足,0.0
