GRID_ID,lon,lat,population,population_density_km2,Ai_A,level_A,Ai_B,level_B,Ai_C,level_C,所属区,R_风险_昼,H_危险性,E_暴露度_昼,V_脆弱性,CDI,ESI,Quadrant
DP-119,104.06180733656916,30.599611809859567,262,2521.0970433273187,0.6770345521971946,供给不足,0.6382911751712809,供给不足,0.852051240166889,供给不足,武侯区,0.0158761728257147,0.443409897260839,0.233390331674511,0.153411379095891,0.1316288442150633,0.6382911751712809,IV
DD-125,104.02439245937656,30.58073138035896,24,258.2344780132911,2.227753597715777,供给充足,5.032551865091401,供给充足,16.784194235759525,供给充足,武侯区,0.0116635939816796,0.444885524290518,0.220838725836215,0.118715898961685,0.0926083888735934,5.032551865091401,II
EF-85,104.11090069963404,30.70623109580981,3118,30002.98431764441,0.5573255862077175,供给不足,0.725317975003416,供给不足,1.4654964174793987,基本平衡,成华区,0.0236930205436657,0.643542383660188,0.076723327696921,0.479861431361659,0.2040350753106009,0.725317975003416,IV
EH-118,104.1181026140032,30.60313132360138,4180,40222.082599649584,1.3974735055614804,基本平衡,1.517270447717637,供给充足,1.4981772781947449,基本平衡,锦江区,0.024350298235621,0.410048130745198,0.194247456351549,0.305713141430952,0.2101233352044666,1.517270447717637,I
CL-91,103.96700755409616,30.68641223030789,1733,16675.806015596347,0.9798751789415407,供给不足,0.8469333305888649,供给不足,1.0494163990710044,基本平衡,青羊区,0.0204267384380293,0.660303988568682,0.180332925998726,0.171545795346924,0.173780017837648,0.8469333305888649,II
EN-121,104.13696110978152,30.59388051839625,1237,11903.043599583005,1.0485450005537162,基本平衡,1.2095675724833823,基本平衡,1.1682076453023105,基本平衡,锦江区,0.0219103955664673,0.38389267905771,0.174356507996337,0.327342372555336,0.1875229004911664,1.2095675724833823,II
DW-94,104.08298874816144,30.67634289363765,2352,22632.13834318715,0.7023044918244636,供给不足,0.7960575112211407,供给不足,0.5759500259296786,供给不足,金牛区,0.0673204365109238,0.597768292625918,0.233655645422727,0.48198971339262,0.6081489683537243,0.7960575112211407,I
DI-78,104.03865177690756,30.72603307287947,693,6668.399016076837,1.0600138505003869,基本平衡,1.1844436514273708,基本平衡,0.978734117269634,供给不足,金牛区,0.0459575762718543,0.767219165498857,0.173555701732764,0.345142775788003,0.4102681535874884,1.1844436514273708,I
DK-128,104.0464527788748,30.56980578156092,28,269.4303410535533,2.32428426865463,供给充足,3.13213137328418,供给充足,6.8812613425111575,供给充足,武侯区,0.0097208179241096,0.378546461250113,0.225745972017876,0.113753196173095,0.0746127597828227,3.13213137328418,II
CS-90,103.98891370629484,30.68814742687928,1876,18051.82463084752,0.9349103823269808,供给不足,0.9063261400406364,供给不足,0.6620462119865616,供给不足,青羊区,0.0362187382655883,0.706722890795848,0.220370110154805,0.232558099588356,0.3200588287129162,0.9063261400406364,I
EQ-111,104.14595248239516,30.62485809947132,36,2139.3846884063614,0.6077466632214379,供给不足,0.331401190575278,严重不足,0.1050726960008813,严重不足,成华区,0.0064090154933061,0.458393073662504,0.0420310981481376,0.332646177824483,0.0439360546965967,0.331401190575278,IV
DU-114,104.07731934449828,30.61378852370896,2053,19755.01180376009,0.8010503456529043,供给不足,0.8999752142149932,供给不足,0.7751828389477567,供给不足,武侯区,0.0358982416988921,0.442262903944837,0.303877411815487,0.267112520437221,0.3170901194184726,0.8999752142149932,I
DH-126,104.03699133044624,30.577550452278057,106,1019.9862911344792,2.2529383183380367,供给充足,4.306309026535189,供给充足,10.912209773702132,供给充足,武侯区,0.0136186756713969,0.410238568042394,0.243836637573357,0.136144289179058,0.1107180030997014,4.306309026535189,II
EB-115,104.09924058314844,30.612379310700604,1360,13086.616565458306,1.356634445222816,基本平衡,1.578363082446506,供给充足,2.2453306064419585,供给充足,锦江区,0.0334221642044089,0.468748194647218,0.208399844111195,0.342135052370718,0.2941546029871758,1.578363082446506,I
DW-87,104.08278193240636,30.69822129169456,1492,14356.7816360694,0.3962694760182187,严重不足,0.2771150191704871,严重不足,0.1066018113590909,严重不足,金牛区,0.0705194342055433,0.630940158831676,0.239138153925718,0.467381777719865,0.6377807809089043,0.2771150191704871,III
DP-91,104.06096215692416,30.68712545828563,1357,13057.743083187675,0.7069595056521598,供给不足,0.619088075765338,供给不足,0.4257704350685921,严重不足,金牛区,0.0872259623140567,0.643975041084225,0.27163499882368,0.498644471185555,0.7925307234274466,0.619088075765338,III
DV-102,104.0800792963627,30.65287954893908,6116,58851.26750696383,0.7587878517983337,供给不足,0.6046143141385794,供给不足,0.4762984507811756,严重不足,锦江区,0.0508695468753181,0.548851542478426,0.227091283797047,0.40813375470198,0.4557669648067651,0.6046143141385794,III
DY-119,104.08998360078752,30.5982490676433,552,5311.62519029497,0.955647673073826,供给不足,0.9389591421291856,供给不足,0.5387383664120777,供给不足,锦江区,0.0128452112145293,0.417195592405718,0.129457054962749,0.237835026919542,0.103553523474554,0.9389591421291856,II
DZ-113,104.092923313237,30.618586874941247,2344,22555.15828076044,1.1522218669750766,基本平衡,1.3240164737018325,基本平衡,1.2788191406456515,基本平衡,锦江区,0.034292555233113,0.466298747790808,0.204689683460696,0.359285461005556,0.3022168982040962,1.3240164737018325,I
CC-79,103.93846278858288,30.72214986812789,37,364.9476970848469,0.6912396312265,供给不足,0.437546153685493,严重不足,0.8602631083215596,供给不足,青羊区,0.0157153200488615,0.618451149838657,0.147621993324378,0.172134040656035,0.1301388902395694,0.437546153685493,IV
CR-89,103.98573285082684,30.69281110059344,3391,32629.938804122823,0.979962220054316,供给不足,0.8911971882697602,供给不足,0.9506371465743768,供给不足,青羊区,0.0328565874129907,0.692742781508126,0.222921419804978,0.212764244083739,0.2889157541136514,0.8911971882697602,I
EL-84,104.1296679139921,30.709483950699056,162,1558.8469732384158,0.5925748913652453,供给不足,0.6386529498827154,供给不足,0.1556648230867416,严重不足,成华区,0.0126693492039568,0.6048571351163,0.066377885635194,0.315557192931054,0.101924541327544,0.6386529498827154,IV
CW-91,104.001473266988,30.6851189303708,2057,19793.504256342945,1.106700387419508,基本平衡,1.125681381529974,基本平衡,1.945520912464632,供给充足,青羊区,0.0403858014296321,0.703635370124866,0.260383345197368,0.220428548618253,0.3586576794686459,1.125681381529974,I
DG-121,104.0337235071245,30.591591977516693,287,2761.6597383012995,1.8583678622484887,供给充足,2.3914247180933383,供给充足,0.4177985897581381,严重不足,武侯区,0.0188053991536039,0.439479374142973,0.250546699265766,0.170787221414242,0.1587618070257901,2.3914247180933383,II
CB-96,103.93586147583233,30.67053263835448,24,230.9401871753791,0.7155756915339029,供给不足,0.6889606708633893,供给不足,0.6282761307187272,供给不足,青羊区,0.014296891618854,0.69327741970404,0.124961125563534,0.165028761813683,0.1170002107614275,0.6889606708633893,IV
DB-81,104.01679938075588,30.718055255633,37,356.0328479002063,1.0300077450697498,基本平衡,0.9154846715454926,供给不足,0.2160422184554461,严重不足,金牛区,0.0479449772441892,0.805100911937741,0.13592471269718,0.438121306975749,0.4286771362457941,0.9154846715454926,I
DT-73,104.07339918836534,30.743253622688965,25,351.1829357495527,0.364772874995325,严重不足,0.4674195530891467,严重不足,0.5317262144279327,供给不足,金牛区,0.0264649890994192,0.715780990053771,0.102339755568526,0.361282715073099,0.2297113841091637,0.4674195530891467,III
EL-77,104.1294713666,30.731362516122665,1380,13279.062975737424,0.3917906918259606,严重不足,0.396910566457068,严重不足,0.2899105944444898,严重不足,成华区,0.0347850117699124,0.700913068098531,0.0996569346412582,0.497989829145587,0.3067784456583368,0.396910566457068,III
EW-89,104.16427550651528,30.69251986231124,2569,24720.22665555757,0.8677017247504446,供给不足,0.6983348715280967,供给不足,0.4060286632580208,严重不足,成华区,0.0152236978961028,0.616645858572504,0.0726530227928529,0.33980569232951,0.1255850715534785,0.6983348715280967,IV
CZ-118,104.0117111528094,30.6023666252986,410,3945.228197579393,1.3637189464129376,基本平衡,1.419555928059288,基本平衡,2.0383208938994875,供给充足,武侯区,0.0261546143642946,0.459342975862093,0.24272975647941,0.234578508775539,0.226836431748759,1.419555928059288,I
DG-78,104.03238556005488,30.725986509293847,850,8179.131629115346,1.08873318457592,基本平衡,1.2431993240058294,基本平衡,1.067685715681873,基本平衡,金牛区,0.0490416149318179,0.781457667392657,0.141248341706363,0.444299626877652,0.4388351186836729,1.2431993240058294,I
FM-81,104.214716353108,30.716472099876068,28,4596.222833868538,0.1095990070418534,严重不足,0.0106725979579215,严重不足,0.0,严重不足,成华区,0.0034375074288423,0.325341883665758,0.0353011174000076,0.299305857425722,0.0164114428094127,0.0106725979579215,IV
CL-99,103.96727360059592,30.661409158851523,134,1289.416045060537,1.252714913059556,基本平衡,1.3227724346879972,基本平衡,0.3487943389713747,严重不足,青羊区,0.029507842658681,0.697617616540402,0.187551511559491,0.225527471751848,0.2578968580945187,1.3227724346879972,I
DW-97,104.08307731421225,30.66696641487956,1581,15213.18922192269,0.6770211254151992,供给不足,0.6706921700567625,供给不足,0.627463252661461,供给不足,锦江区,0.0549693669134128,0.56297175404429,0.261510269226431,0.373375125694511,0.4937429530618124,0.6706921700567625,III
FC-83,104.18291037008932,30.71139279491348,27,259.807753873931,1.2055662376482348,基本平衡,1.574356128535206,供给充足,1.3708698787270477,基本平衡,成华区,0.0116747349307014,0.602450111120658,0.039244559609163,0.49379476356871,0.0927115857323021,1.574356128535206,II
EM-107,104.133456470096,30.636054834757527,62,596.5957551950743,0.6450355741894194,供给不足,0.6313620675917851,供给不足,1.0976142022550277,基本平衡,成华区,0.0166632263854451,0.534910225272261,0.0859852085604645,0.3622884142222,0.1389191975629398,0.6313620675917851,IV
DY-88,104.08907580234052,30.69513990025525,3442,33120.6773641219,0.4725919487538856,严重不足,0.2862758146399465,严重不足,0.2077484481043892,严重不足,金牛区,0.0634577368868547,0.612447460719632,0.197733198488334,0.524005867342908,0.572369389203076,0.2862758146399465,III
CJ-123,103.9616879097674,30.58638205728983,60,863.8317512519714,0.35120310133487,严重不足,0.2943380108711051,严重不足,0.1741851721475183,严重不足,武侯区,0.0381149660760173,0.590077996130311,0.238870473301903,0.270410559836852,0.3376232887108265,0.2943380108711051,III
DY-75,104.08869380120424,30.735771102498752,112,1077.7210531033272,0.5505634004564158,供给不足,1.4141151740068862,基本平衡,8.321145434908619,供给充足,金牛区,0.0335409107696057,0.66885372846698,0.144585583250271,0.346831638545638,0.295254533745926,1.4141151740068862,I
EI-87,104.12036921166326,30.69848132980346,7428,71475.9998433171,0.6557769573995269,供给不足,0.611773279127303,供给不足,0.1849203469700635,严重不足,成华区,0.0090737651568498,0.524138055475597,0.0561637080206123,0.308237922424358,0.0686192117583894,0.611773279127303,IV
DB-85,104.01692619154088,30.70555360131538,2830,27231.70160966443,0.9109697450251188,供给不足,0.9845580264723311,供给不足,1.1781808952276975,基本平衡,金牛区,0.0593052462678973,0.785155180515031,0.164664810168826,0.458708529051127,0.5339055216407316,0.9845580264723311,I
EQ-86,104.14540011929994,30.70177417830212,2044,19668.411618845395,0.5917307399964834,供给不足,0.6291599969327301,供给不足,1.278149340188211,基本平衡,成华区,0.0068136762211147,0.674505760426812,0.0321040558887658,0.314655934246525,0.0476843633793551,0.6291599969327301,IV
DV-103,104.08010888906124,30.64975404941104,2222,21381.21589270299,0.7713776894105553,供给不足,0.6920683401037137,供给不足,0.4323312965140454,严重不足,武侯区,0.0492897059587798,0.54416273039212,0.320048303813047,0.283016596397331,0.4411331468504083,0.6920683401037137,III
CZ-91,104.01085261762006,30.686753524768427,894,8602.521972282872,1.1153430403659244,基本平衡,1.1498935474696892,基本平衡,1.0343033923648022,基本平衡,青羊区,0.0282514007322603,0.760111517411188,0.166864097458944,0.222740796611593,0.2462586341243086,1.1498935474696892,I
DA-106,104.01447618065518,30.63833309675409,3406,32774.26156312959,0.5527699244321664,供给不足,0.5537662351017077,供给不足,0.6168036389683836,供给不足,武侯区,0.0380501123019619,0.53520616488776,0.303694903765126,0.234097799513676,0.3370225584009742,0.5537662351017077,III
ET-124,104.1558160692974,30.58462689987,2084,20053.306253062085,0.6405635367517181,供给不足,0.6868248195673887,供给不足,0.7424135000712335,供给不足,锦江区,0.0175436527237546,0.325700393042091,0.218457881588757,0.246566472120916,0.1470744482745331,0.6868248195673887,IV
DV-115,104.08046363971656,30.612247926719128,2035,19581.81228728504,0.8789155834445381,供给不足,1.0551707640728962,基本平衡,1.262094424558125,基本平衡,武侯区,0.033888476689739,0.433170020660634,0.302921422264579,0.258263878248525,0.2984739822041981,1.0551707640728962,I
DW-103,104.08325432172916,30.648213415140184,3509,33765.37986660022,0.7301717734198587,供给不足,0.6278073152747325,供给不足,0.4409420545222708,严重不足,武侯区,0.0398468033115399,0.533529226739446,0.278429573533765,0.268237756971893,0.3536650246662476,0.6278073152747325,III
CK-125,103.96558534893508,30.57822234316756,3380,57885.33831475862,0.2517959583356511,严重不足,0.3235458909142051,严重不足,0.4983591013130886,严重不足,武侯区,0.014541818456821,0.586144990105812,0.206271255841075,0.120274884485602,0.119268929543119,0.3235458909142051,IV
ES-104,104.15215649072871,30.645555353808938,1289,12403.41462009097,0.3764954617678459,严重不足,0.332089893511698,严重不足,0.3101193462227087,严重不足,成华区,0.0136407200178763,0.505195107331215,0.0827665012746696,0.326229749057894,0.1109221964143379,0.332089893511698,IV
EF-80,104.11075732252444,30.72185857886664,555,5340.492718503095,0.451643569244614,严重不足,0.3600828354968149,严重不足,0.0591285485610017,严重不足,成华区,0.024992222758341,0.729427430743621,0.106830409962609,0.320721368842648,0.2160693811062205,0.3600828354968149,III
EH-115,104.11801764669056,30.61250798483153,763,7341.975570048453,1.4989957888207757,基本平衡,1.822157749927642,供给充足,2.4226819072131947,供给充足,锦江区,0.0348653044804364,0.448003859298073,0.195759360014606,0.39754763164298,0.3075221844086948,1.822157749927642,I
DW-123,104.083843148546,30.58570301894072,3077,29608.465044658016,0.6848699451235702,供给不足,0.6792260543953884,供给不足,0.7726165062162772,供给不足,锦江区,0.0125970088856097,0.412678723365185,0.129425170463674,0.235850397030763,0.1012544643352883,0.6792260543953884,IV
DQ-115,104.0648313016678,30.6105736175024,1312,12624.730232234511,0.6676676093901115,供给不足,0.4349014900035866,严重不足,0.1200428545708483,严重不足,武侯区,0.0332592970885974,0.466092367441113,0.262930431095053,0.271393987404951,0.2926459905066959,0.4349014900035866,III
DV-57,104.0787428250492,30.79352547585708,738,7101.41193919871,1.1534923641228194,基本平衡,1.1647042782541082,基本平衡,1.548871015563391,供给充足,金牛区,0.0390231541564652,0.830906550953499,0.149710788377348,0.313701856722167,0.3460356920738999,1.1647042782541082,I
DQ-137,104.06549093495852,30.54181210802528,349,3358.2552218367714,0.7292722227122017,供给不足,0.5862564758280203,供给不足,1.1072585384798892,基本平衡,武侯区,0.0183323837542939,0.370422875740676,0.256217477508352,0.193157861958583,0.1543803397707051,0.5862564758280203,IV
CW-122,104.002467962964,30.588230423652007,270,2598.077105718992,1.4982761971383791,基本平衡,2.591756598779236,供给充足,8.206773623752802,供给充足,武侯区,0.0109546710925005,0.499840696491557,0.189992599599127,0.115353571276641,0.0860417476398209,2.591756598779236,II
DP-131,104.06216842476798,30.56210559277116,982,9449.305386353317,1.8604759383310727,供给充足,2.2404204303474167,供给充足,3.364955952861508,供给充足,武侯区,0.0111494020503529,0.392666527171449,0.237615033223448,0.119496113728169,0.0878455098780614,2.2404204303474167,II
DC-136,104.02167906855848,30.544616135777208,630,6062.179913344316,0.327781934743537,严重不足,0.2604054549303476,严重不足,0.2015408942982903,严重不足,武侯区,0.0199875459744511,0.478918351887135,0.225110277939521,0.18539698714662,0.1697118471170858,0.2604054549303476,IV
DD-76,104.02290744010992,30.733729623464857,882,8487.051878682041,1.0629340981389774,基本平衡,1.34143470039378,基本平衡,1.63141309040343,供给充足,金牛区,0.0590397083951676,0.804294657917692,0.157538074043003,0.465954475897227,0.5314458860854256,1.34143470039378,I
CZ-122,104.01183832259736,30.589865218076984,24,231.0071732914712,1.830989922222888,供给充足,3.560657513757972,供给充足,4.633531321053786,供给充足,武侯区,0.0098715617841611,0.440003819224094,0.181127042359528,0.123864292490421,0.0760090764517595,3.560657513757972,II
CG-85,103.95116291147843,30.703476223866208,2544,24479.659840552285,1.31181930666863,基本平衡,1.001470181695713,基本平衡,1.4241832044760967,基本平衡,青羊区,0.0167542978965706,0.677484593705892,0.152161258048961,0.162525952203535,0.1397627786481425,1.001470181695713,II
EM-72,104.13247872143904,30.745448258988628,26,250.1852444711928,0.4834589024151997,严重不足,0.3337900034248479,严重不足,0.4970605439500301,严重不足,成华区,0.0099967865990939,0.715533180923714,0.0298620660945737,0.46785447860507,0.0771690142190134,0.3337900034248479,IV
DL-120,104.04932165441524,30.59639545507578,1323,12730.579939783052,1.0134262972759664,基本平衡,0.7004784220174949,供给不足,0.4006685980479355,严重不足,武侯区,0.025387804095367,0.411048212187233,0.290681711140145,0.212478340972148,0.2197335888200295,0.7004784220174949,III
EN-112,104.13671163295848,30.62201064335824,1334,12836.423264410949,0.898150173384872,供给不足,0.5934505825788539,供给不足,0.183605234680575,严重不足,成华区,0.0167689786452053,0.505842191248017,0.07304389256158,0.453845101723553,0.1398987641139791,0.5934505825788539,IV
CO-82,103.9761223956898,30.713052344689025,269,2588.455029328527,1.9183084485918127,供给充足,3.038867998246484,供给充足,6.717211950301209,供给充足,金牛区,0.0277848378069435,0.738577242124204,0.116945814251584,0.321682371892628,0.2419369351210749,3.038867998246484,I
FL-88,104.2112197822737,30.697502058684165,1114,10719.473688040584,0.4428255185539344,严重不足,0.3893992879957852,严重不足,0.2646341250420909,严重不足,成华区,0.0044236467759107,0.515093715115407,0.0274500018301096,0.312861276575748,0.0255458964961925,0.3893992879957852,IV
ER-76,104.14824411909368,30.73461277652485,370,3560.3278856149154,0.2803157921841976,严重不足,0.37009622408542,严重不足,0.8117254163060317,供给不足,成华区,0.0069460028032464,0.662528252867794,0.0297823547712861,0.352023388046517,0.0489100836993132,0.37009622408542,IV
DD-123,104.02438416348764,30.58683371846958,76,731.3105927209016,2.138631336065446,供给充足,4.4647817252590585,供给充足,8.53797889049824,供给充足,武侯区,0.0237303962782228,0.453786996664266,0.279475386062639,0.187115333905494,0.2043812808619118,4.4647817252590585,II
EA-84,104.0952234773456,30.70768564586459,2864,27558.86233621924,0.4138123969653121,严重不足,0.377843125640971,严重不足,0.2630121073095778,严重不足,成华区,0.0287041972647164,0.593125188510336,0.106636865603599,0.453828396758438,0.2504528171954441,0.377843125640971,III
FF-87,104.19239980169635,30.70051211960245,46,442.6354325245808,1.2405887713988788,基本平衡,2.0092874666233027,供给充足,3.855631058713558,供给充足,成华区,0.0052071194524852,0.563136669070956,0.0282311727749438,0.327532811394902,0.0328030806865432,2.0092874666233027,II
EX-89,104.16739423027822,30.69410275496136,2438,23459.67687613853,0.9270397784072886,供给不足,0.7611321027110307,供给不足,0.7548950482869075,供给不足,成华区,0.0177457264124538,0.611517429295755,0.0708669456062961,0.409488045030267,0.1489462250738535,0.7611321027110307,IV
CS-122,103.9900343579578,30.58826087151837,474,5053.414645935801,0.938463518927122,供给不足,1.1246828831567297,基本平衡,0.0,严重不足,武侯区,0.0118549286808122,0.529528908551072,0.225526540738952,0.0992685349944228,0.0943806921014247,1.1246828831567297,II
DT-112,104.07411545867058,30.621580064264688,2086,20072.547923209324,0.8208587465131535,供给不足,0.753680312166915,供给不足,0.3794428010160083,严重不足,武侯区,0.0274161961521861,0.461184865770075,0.292387382556791,0.20331692094494,0.2385222654474533,0.753680312166915,III
EG-99,104.11444693493286,30.660932552044383,3265,31417.48796360189,0.6478748122231981,供给不足,0.5432603583128386,供给不足,0.391879645832071,严重不足,成华区,0.0300942064759101,0.556885182908475,0.114363566586732,0.47253017017407,0.2633282539190597,0.5432603583128386,III
DH-109,104.03646552857064,30.63068367946161,3076,29598.83892282266,0.7548134060935043,供给不足,0.670686833531079,供给不足,0.8926451455289124,供给不足,武侯区,0.0356934621844834,0.509207069241718,0.279961438985943,0.250377924022881,0.3151932789811364,0.670686833531079,III
